locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Warszawa Bielany,ul. Gąbińska,3pok.,64m²,920 000,14 268,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-gabinska-3-pokojowe-o2s3a4,https://s2.adresowa.pl/oi/52/2b/3a40cc_f000_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-gabinska.jpg
Warszawa Saska Kępa,,3pok.,48m²,860 000,17 917,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-3-pokojowe-48-m2-q0z0y2,https://s2.adresowa.pl/oi/50/64/3a40be_95ae_cover-3-pokojowe-mieszkanie-warszawa-saska-kepa.jpg
Warszawa Mokotów,ul. Antoniewska,2pok.,40m²,667 400,16 565,owner,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-antoniewska-2-pokojowe-x0n6i1,https://s2.adresowa.pl/oi/34/67/3a4078_cd8c_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-antoniewska.jpg
Warszawa Białołęka,ul. Odkryta,1pok.,38m²,569 000,14 895,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-odkryta-1-pokoj-q1j0l2,https://s2.adresowa.pl/oi/33/41/3a2368_cada_cover-1-pokojowe-mieszkanie-warszawa-bialoleka-ul-odkryta.jpg
Warszawa Bemowo,ul. Narwik,1pok.,33m²,635 000,19 348,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-narwik-1-pokoj-r4o5i0,https://s2.adresowa.pl/oi/2a/1a/3a236c_2f7f_cover-1-pokojowe-mieszkanie-warszawa-bemowo-ul-narwik.jpg
Warszawa Odolany,ul. Jana Kazimierza,3pok.,67m²,1 450 000,21 622,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-odolany-ul-jana-kazimierza-3-pokojowe-i0e4v2,https://s2.adresowa.pl/oi/15/73/3a4040_a4aa_cover-3-pokojowe-mieszkanie-warszawa-odolany-ul-jana-kazimierza.jpg
Warszawa Stegny,ul. Kartaginy,3pok.,57m²,820 000,14 513,owner,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-warszawa-stegny-ul-kartaginy-3-pokojowe-y2m9s8,https://s2.adresowa.pl/oi/71/5f/3a4002_3d5f_cover-3-pokojowe-mieszkanie-warszawa-stegny-ul-kartaginy.jpg
Warszawa Targówek,ul. Ponarska,2pok.,43m²,780 000,18 140,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-ponarska-2-pokojowe-t4u3g8,https://s2.adresowa.pl/oi/62/17/3a3fd6_5775_cover-2-pokojowe-mieszkanie-warszawa-targowek-ul-ponarska.jpg
Warszawa Śródmieście,ul. Aleje Ujazdowskie,1pok.,47m²,1 347 000,28 581,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-aleje-ujazdowskie-1-pokoj-k4y6q2,https://s2.adresowa.pl/oi/67/2d/3a235a_e6d4_cover-1-pokojowe-mieszkanie-warszawa-srodmiescie-ul-aleje-ujazdowskie.jpg
Warszawa Śródmieście,ul. Kłopot,2pok.,66m²,1 950 000,29 545,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-klopot-2-pokojowe-o8d0l9,https://s2.adresowa.pl/oi/1e/45/3a234c_6ba9_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-klopot.jpg
Warszawa Rembertów,,2pok.,48m²,610 000,12 708,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-2-pokojowe-48-m2-l9k3t4,https://s2.adresowa.pl/oi/79/18/3a3fba_d8c8_cover-2-pokojowe-mieszkanie-warszawa-rembertow.jpg
Warszawa Bielany,ul. Zbigniewa Romaszewskiego,2pok.,42m²,610 000,14 524,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-zbigniewa-romaszewskiego-2-pokojowe-k8u8f5,https://s2.adresowa.pl/oi/20/3a/3a3f48_f087_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-zbigniewa-romaszewskiego.jpg
Warszawa Bemowo,,3pok.,86m²,1 750 000,20 456,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-3-pokojowe-85-m2-r3h5j6,https://s2.adresowa.pl/oi/63/2b/3a3ef4_c9fe_cover-3-pokojowe-mieszkanie-warszawa-bemowo.jpg
Warszawa Wola,"al. ""Solidarności""",2pok.,42m²,750 000,17 857,owner,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-warszawa-wola-al-solidarnosci-2-pokojowe-w0b9k9,https://s2.adresowa.pl/oi/2e/17/3a22aa_c26f_cover-2-pokojowe-mieszkanie-warszawa-wola-al-solidarnosci-.jpg
Warszawa Targówek,ul. Krasnobrodzka,3pok.,46m²,765 600,16 500,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasnobrodzka-3-pokojowe-j4x9g9,https://s2.adresowa.pl/oi/5c/20/3a21b6_4df4_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-krasnobrodzka.jpg
Warszawa Saska Kępa,ul. Niekłańska,2pok.,51m²,892 800,17 506,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-ul-nieklanska-2-pokojowe-l9e6i7,https://s2.adresowa.pl/oi/3a/5a/3a3ed0_f207_cover-2-pokojowe-mieszkanie-warszawa-saska-kepa-ul-nieklanska.jpg
Warszawa Wola,,2pok.,45m²,755 000,16 778,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-wola-2-pokojowe-45-m2-m4r5b4,https://s2.adresowa.pl/oi/5b/39/3a3e54_fc9b_cover-2-pokojowe-mieszkanie-warszawa-wola.jpg
Warszawa Wola,ul. Pustola,3pok.,49m²,759 000,15 490,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-pustola-3-pokojowe-w6x8h7,https://s2.adresowa.pl/oi/1a/1c/3a3e40_d00a_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-pustola.jpg
Warszawa Włochy,ul. Solipska,3pok.,61m²,1 132 200,18 500,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-solipska-3-pokojowe-s3k1g3,https://s2.adresowa.pl/oi/70/67/3a2174_4aec_cover-3-pokojowe-mieszkanie-warszawa-wlochy-ul-solipska.jpg
Warszawa Targówek,ul. Toruńska,3pok.,58m²,790 000,13 621,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-torunska-3-pokojowe-s1c4q1,https://s2.adresowa.pl/oi/48/73/3a1c06_c272_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-torunska.jpg
Warszawa Wilanów,ul. Księdza Prymasa Augusta Hlonda,4pok.,67m²,1 450 000,21 642,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda-4-pokojowe-t7p1o9,https://s2.adresowa.pl/oi/19/12/3a3da2_6e7e_cover-4-pokojowe-mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda.jpg
Warszawa Żoliborz,ul. Kazimierza Promyka,3pok.,48m²,690 000,14 526,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-kazimierza-promyka-3-pokojowe-f7q5y4,https://s2.adresowa.pl/oi/44/22/3a3d9a_ab88_cover-3-pokojowe-mieszkanie-warszawa-zoliborz-ul-kazimierza-promyka.jpg
Warszawa Gocław,ul. Kompasowa,4pok.,63m²,1 160 000,18 413,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-kompasowa-4-pokojowe-z2v6b9,https://s2.adresowa.pl/oi/25/1c/3a3d80_c2d1_cover-4-pokojowe-mieszkanie-warszawa-goclaw-ul-kompasowa.jpg
Warszawa Ursynów,ul. Cichy Potok,3pok.,55m²,1 130 000,20 464,owner,ponad tydzień temu,25,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-cichy-potok-3-pokojowe-v2f3p3,https://s2.adresowa.pl/oi/4d/26/3a1bda_c9a9_cover-3-pokojowe-mieszkanie-warszawa-ursynow-ul-cichy-potok.jpg
Warszawa Śródmieście,ul. Dzielna,2pok.,41m²,690 000,16 829,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-dzielna-2-pokojowe-y2e6t7,https://s2.adresowa.pl/oi/3f/64/3a1bd8_9d92_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-dzielna.jpg
Warszawa Ulrychów,ul. Józefa Sowińskiego,3pok.,58m²,1 320 000,22 759,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-ulrychow-ul-jozefa-sowinskiego-3-pokojowe-t8i0z7,https://s2.adresowa.pl/oi/71/39/3a3d5a_c28c_cover-3-pokojowe-mieszkanie-warszawa-ulrychow-ul-jozefa-sowinskiego.jpg
Warszawa Żoliborz,ul. Kaliny Jędrusik,3pok.,60m²,1 740 000,29 195,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-kaliny-jedrusik-3-pokojowe-e2s9e5,https://s2.adresowa.pl/oi/32/3a/3a3d4c_ee21_cover-3-pokojowe-mieszkanie-warszawa-zoliborz-ul-kaliny-jedrusik.jpg
Warszawa Żerań,ul. Jana Kowalczyka,2pok.,35m²,579 000,16 543,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-zeran-ul-jana-kowalczyka-2-pokojowe-l3g0q0,https://s2.adresowa.pl/oi/65/32/3a3d02_ae29_cover-2-pokojowe-mieszkanie-warszawa-zeran-ul-jana-kowalczyka.jpg
Warszawa Wola,"al. Aleja ""Solidarności""",2pok.,41m²,590 000,14 251,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-wola-al-aleja-solidarnosci-2-pokojowe-m3w3a8,https://s2.adresowa.pl/oi/1d/2a/3a1bcc_5cf9_cover-2-pokojowe-mieszkanie-warszawa-wola-al-aleja-solidarnosci-.jpg
Warszawa Bielany,ul. Jana Kochanowskiego,4pok.,84m²,1 558 000,18 548,owner,ponad tydzień temu,22,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-jana-kochanowskiego-4-pokojowe-y8y6b1,https://s2.adresowa.pl/oi/18/3b/3a1bca_5e71_cover-4-pokojowe-mieszkanie-warszawa-bielany-ul-jana-kochanowskiego.jpg
Warszawa Praga-Południe,ul. Igańska,3pok.,48m²,699 000,14 563,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-iganska-3-pokojowe-m5p9s0,https://s2.adresowa.pl/oi/20/29/3a3cfc_662c_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-iganska.jpg
Warszawa Śródmieście,ul. Elektoralna,2pok.,36m²,850 000,23 546,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-elektoralna-2-pokojowe-g0i2g1,https://s2.adresowa.pl/oi/7a/50/393238_e992_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-elektoralna.jpg
Warszawa Bielany,ul. Wrzeciono,1pok.,25m²,450 000,18 367,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wrzeciono-1-pokoj-g0u7p4,https://s2.adresowa.pl/oi/6c/4c/3a3cd8_6687_cover-1-pokojowe-mieszkanie-warszawa-bielany-ul-wrzeciono.jpg
Warszawa Włochy,ul. Aleje Jerozolimskie,1pok.,30m²,477 000,15 900,owner,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-aleje-jerozolimskie-1-pokoj-j8c5e6,https://s2.adresowa.pl/oi/24/77/3a1bc4_b853_cover-1-pokojowe-mieszkanie-warszawa-wlochy-ul-aleje-jerozolimskie.jpg
Warszawa Mokotów,ul. Obrzeżna,5pok.,116m²,2 049 000,17 664,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-obrzezna-5-pokojowe-e0t9l5,https://s2.adresowa.pl/oi/6d/11/3a1bba_7278_cover-5-pokojowe-mieszkanie-warszawa-mokotow-ul-obrzezna.jpg
Warszawa Ursynów,ul. Hawajska,3pok.,61m²,999 000,16 377,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-hawajska-3-pokojowe-k6u5s3,https://s2.adresowa.pl/oi/4a/47/3a0784_fab2_cover-3-pokojowe-mieszkanie-warszawa-ursynow-ul-hawajska.jpg
Warszawa Białołęka,ul. Aluzyjna,2pok.,45m²,538 000,12 036,owner,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-aluzyjna-2-pokojowe-c5g9l0,https://s2.adresowa.pl/oi/45/2a/3a3b7c_3cf8_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-aluzyjna.jpg
Warszawa Białołęka,ul. Aluzyjna,2pok.,41m²,630 000,15 472,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-aluzyjna-2-pokojowe-f5l1m3,https://s2.adresowa.pl/oi/60/34/3a3b20_78d8_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-aluzyjna.jpg
Warszawa Mokotów,,1pok.,27m²,649 000,24 037,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-1-pokoj-27-m2-a7g0k4,https://s2.adresowa.pl/oi/6d/43/3a1bb0_b83b_cover-1-pokojowe-mieszkanie-warszawa-mokotow.jpg
Warszawa Wilanów,ul. Adama Branickiego,4pok.,89m²,2 390 000,26 963,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-adama-branickiego-4-pokojowe-p3e0q0,https://s2.adresowa.pl/oi/4b/58/3a1bb2_4919_cover-4-pokojowe-mieszkanie-warszawa-wilanow-ul-adama-branickiego.jpg
Warszawa Bielany,ul. Hansa Christiana Andersena,2pok.,42m²,730 000,17 381,owner,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-hansa-christiana-andersena-2-pokojowe-g3p8y2,https://s2.adresowa.pl/oi/70/18/3a3ade_35c0_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-hansa-christiana-andersena.jpg
Warszawa Wesoła,ul. Warszawska,3pok.,67m²,970 000,14 510,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-wesola-ul-warszawska-3-pokojowe-i0k9l0,https://s2.adresowa.pl/oi/13/5d/3a3920_453b_cover-3-pokojowe-mieszkanie-warszawa-wesola-ul-warszawska.jpg
Warszawa Bemowo,,2pok.,42m²,698 000,16 619,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-2-pokojowe-42-m2-p9j6c2,https://s2.adresowa.pl/oi/70/3a/3a3966_6d32_cover-2-pokojowe-mieszkanie-warszawa-bemowo.jpg
Warszawa Wola,ul. Marcina Kasprzaka,3pok.,56m²,1 100 000,19 504,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-marcina-kasprzaka-3-pokojowe-w7d4i7,https://s2.adresowa.pl/oi/46/4a/3a1bac_dccb_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-marcina-kasprzaka.jpg
Warszawa Bielany,ul. Podleśna,2pok.,34m²,525 000,15 262,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-podlesna-2-pokojowe-l5q1t2,https://s2.adresowa.pl/oi/1d/39/3a1ba8_4342_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-podlesna.jpg
Warszawa Praga-Południe,ul. Przeworska,3pok.,59m²,1 080 000,18 327,owner,ponad tydzień temu,,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-przeworska-3-pokojowe-i6c6q4,https://s2.adresowa.pl/oi/38/44/3a38be_f9ca_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-przeworska.jpg
Warszawa Powiśle,ul. Górnośląska,3pok.,47m²,975 000,20 968,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-powisle-ul-gornoslaska-3-pokojowe-d6a2b5,https://s2.adresowa.pl/oi/37/22/3a37bc_3ec8_cover-3-pokojowe-mieszkanie-warszawa-powisle-ul-gornoslaska.jpg
Warszawa Białołęka,ul. Winorośli,2pok.,43m²,650 000,15 116,owner,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-winorosli-2-pokojowe-m5t0j1,https://s2.adresowa.pl/oi/1f/6a/3a37de_65f2_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-winorosli.jpg
Warszawa Białołęka,ul. Starowiślna,2pok.,43m²,749 000,17 338,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-starowislna-2-pokojowe-l8q6r4,https://s2.adresowa.pl/oi/5c/52/3a1ba4_81b6_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-starowislna.jpg
Warszawa Żoliborz,ul. Ludwika Rydygiera,2pok.,43m²,1 290 000,30 000,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-ludwika-rydygiera-2-pokojowe-d7i5a0,https://s2.adresowa.pl/oi/5c/69/3a1b9a_bf17_cover-2-pokojowe-mieszkanie-warszawa-zoliborz-ul-ludwika-rydygiera.jpg
Warszawa Żoliborz,ul. Przasnyska,4pok.,70m²,1 250 000,17 857,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-przasnyska-4-pokojowe-l8y1b1,https://s2.adresowa.pl/oi/4c/1b/3a37d4_bc7e_cover-4-pokojowe-mieszkanie-warszawa-zoliborz-ul-przasnyska.jpg
Warszawa Bielany,ul. Hansa Christiana Andersena,3pok.,74m²,1 340 000,18 108,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-hansa-christiana-andersena-3-pokojowe-q7j3d2,https://s2.adresowa.pl/oi/42/41/3a3776_df9e_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-hansa-christiana-andersena.jpg
Warszawa Włochy,ul. Jutrzenki,2pok.,38m²,630 000,16 466,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-jutrzenki-2-pokojowe-r0v6c1,https://s2.adresowa.pl/oi/2f/6b/3a3768_66a5_cover-2-pokojowe-mieszkanie-warszawa-wlochy-ul-jutrzenki.jpg
Warszawa Mokotów,ul. Aleja Polski Walczącej,2pok.,51m²,1 115 000,21 863,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-aleja-polski-walczacej-2-pokojowe-h9u7x8,https://s2.adresowa.pl/oi/72/18/3a1b90_dfe6_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-aleja-polski-walczacej.jpg
Warszawa Bielany,"ul. Zgrupowania ""Żmija""",3pok.,51m²,530 000,10 392,owner,ponad tydzień temu,22,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-zgrupowania-zmija-3-pokojowe-u7d1f3,https://s2.adresowa.pl/oi/26/2e/3a1b88_b1f8_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-zgrupowania-zmija-.jpg
Warszawa Wilanów,ul. Sarmacka,2pok.,53m²,970 000,18 202,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-2-pokojowe-j2h3v9,https://s2.adresowa.pl/oi/5e/36/3a3734_4d3e_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-sarmacka.jpg
Warszawa Wola,ul. Erazma Ciołka,2pok.,35m²,635 000,18 406,owner,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-erazma-ciolka-2-pokojowe-r6l2i3,https://s2.adresowa.pl/oi/7c/2d/3a36b4_c6f2_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-erazma-ciolka.jpg
Warszawa Wola,ul. Eustachego Tyszkiewicza,1pok.,30m²,655 000,21 833,owner,ponad tydzień temu,23,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-eustachego-tyszkiewicza-1-pokoj-d0i0a4,https://s2.adresowa.pl/oi/60/7d/3a3514_f45c_cover-1-pokojowe-mieszkanie-warszawa-wola-ul-eustachego-tyszkiewicza.jpg
Warszawa Ursus,ul. Elżbiety Rakuszanki,3pok.,59m²,875 000,14 760,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-elzbiety-rakuszanki-3-pokojowe-a8p7u8,https://s2.adresowa.pl/oi/59/2d/3a1454_665b_cover-3-pokojowe-mieszkanie-warszawa-ursus-ul-elzbiety-rakuszanki.jpg
Warszawa Targówek,ul. Krasnobrodzka,2pok.,46m²,620 000,13 362,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasnobrodzka-2-pokojowe-v0e3i1,https://s2.adresowa.pl/oi/68/15/3a126e_a31a_cover-2-pokojowe-mieszkanie-warszawa-targowek-ul-krasnobrodzka.jpg
Warszawa Stary Rembertów,ul. Pielgrzymów,2pok.,30m²,348 000,11 600,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-stary-rembertow-ul-pielgrzymow-2-pokojowe-s2h8i5,https://s2.adresowa.pl/oi/30/29/3a3450_5aee_cover-2-pokojowe-mieszkanie-warszawa-stary-rembertow-ul-pielgrzymow.jpg
Warszawa Mokotów,ul. Bluszczańska,3pok.,73m²,1 410 000,19 254,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bluszczanska-3-pokojowe-o3y4o9,https://s2.adresowa.pl/oi/2a/72/3a3434_9799_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-bluszczanska.jpg
Warszawa Bemowo,ul. Wacława Borowego,3pok.,46m²,730 000,15 974,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-waclawa-borowego-3-pokojowe-s6z5o4,https://s2.adresowa.pl/oi/32/15/3a2eb8_e40d_cover-3-pokojowe-mieszkanie-warszawa-bemowo-ul-waclawa-borowego.jpg
Warszawa Chomiczówka,ul. Sieciechowska,3pok.,60m²,785 000,12 995,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-chomiczowka-ul-sieciechowska-3-pokojowe-t9y3j5,https://s2.adresowa.pl/oi/74/17/3a125e_7e8b_cover-3-pokojowe-mieszkanie-warszawa-chomiczowka-ul-sieciechowska.jpg
Warszawa Praga-Południe,ul. Jana Nowaka-Jeziorańskiego,2pok.,54m²,1 250 000,23 148,owner,ponad tydzień temu,22,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego-2-pokojowe-j5o7l4,https://s2.adresowa.pl/oi/5d/21/3a111c_6afd_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego.jpg
Warszawa Bielany,ul. Przy Agorze,3pok.,56m²,777 000,13 801,owner,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-przy-agorze-3-pokojowe-s0q2y7,https://s2.adresowa.pl/oi/7d/71/3a3408_fb9f_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-przy-agorze.jpg
Warszawa Śródmieście,ul. Daniłowiczowska,1pok.,25m²,680 000,27 755,owner,ponad tydzień temu,29,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-danilowiczowska-1-pokoj-p9m4w5,https://s2.adresowa.pl/oi/1d/50/3a33e4_e8ea_cover-1-pokojowe-mieszkanie-warszawa-srodmiescie-ul-danilowiczowska.jpg
Warszawa Praga-Południe,ul. Bakaliowa,3pok.,70m²,635 000,9 071,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-bakaliowa-3-pokojowe-h2s0o8,https://s2.adresowa.pl/oi/7e/76/3a3356_4446_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-bakaliowa.jpg
Warszawa Górny Mokotów,ul. Bartłomieja,3pok.,75m²,1 877 000,25 191,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-gorny-mokotow-ul-bartlomieja-3-pokojowe-j7r9o2,https://s2.adresowa.pl/oi/49/29/3a10b4_4d8c_cover-3-pokojowe-mieszkanie-warszawa-gorny-mokotow-ul-bartlomieja.jpg
Warszawa Białołęka,ul. Claudia Monteverdiego,2pok.,47m²,742 600,15 800,owner,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-claudia-monteverdiego-2-pokojowe-o1i4p7,https://s2.adresowa.pl/oi/47/1c/3a104c_b7cf_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-claudia-monteverdiego.jpg
Warszawa Praga-Południe,ul. Jana Nowaka-Jeziorańskiego,2pok.,45m²,950 000,20 939,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego-2-pokojowe-x1k5o0,https://s2.adresowa.pl/oi/63/4d/3a3328_a02c_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego.jpg
Warszawa Mokotów,ul. Bokserska,3pok.,64m²,1 460 000,22 938,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bokserska-3-pokojowe-a0y0n7,https://s2.adresowa.pl/oi/76/3a/3a31fe_6cf0_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-bokserska.jpg
Warszawa Praga-Południe,ul. Wspólna Droga,2pok.,34m²,572 740,16 950,owner,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-wspolna-droga-2-pokojowe-x4f6n7,https://s2.adresowa.pl/oi/24/4f/3a317c_cf12_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-wspolna-droga.jpg
Warszawa Praga-Północ,ul. Kępna,2pok.,44m²,1 175 000,26 705,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-kepna-2-pokojowe-i2m8h1,https://s2.adresowa.pl/oi/4c/4d/3a0fd2_e87c_cover-2-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-kepna.jpg
Warszawa Białołęka,ul. Skarbka z Gór,3pok.,68m²,818 000,11 994,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor-3-pokojowe-w4u8t2,https://s2.adresowa.pl/oi/51/78/3a0fa2_7f88_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor.jpg
Warszawa Ursynów,ul. Stryjeńskich,4pok.,99m²,2 850 000,28 744,owner,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-stryjenskich-4-pokojowe-e5d7z1,https://s2.adresowa.pl/oi/50/47/381fb4_bc4b_cover-4-pokojowe-mieszkanie-warszawa-ursynow-ul-stryjenskich.jpg
